Gene Name	Protein Domain	Protein domain description	Protein start location	Protein End location	Method	Domain ID
APC11	PF12861	Anaphase-promoting complex subunit 11 RING-H2 finger; Anaphase-promoting complex subunit 11, RING-H2 finger	1	102	Pfam	2130437
APC2	PF00888	Cullin family; Cullin, N-terminal	576	738	Pfam	2099924
APC2	PF08672	Anaphase promoting complex (APC) subunit 2; Anaphase-promoting complex subunit 2, C-terminal	784	844	Pfam	2131151
APC4	PF12896	Anaphase-promoting complex, cyclosome, subunit 4; Anaphase-promoting complex subunit 4 long domain	224	406	Pfam	2127851
APC5	PF12862	Anaphase-promoting complex subunit 5; Anaphase-promoting complex subunit 5 domain	303	390	Pfam	2103608
APC9	PF12856	Anaphase-promoting complex subunit 9; Anaphase-promoting complex, subunit 9	84	167	Pfam	2097616
APD1	PF06999	Sucrase/ferredoxin-like; Thioredoxin-like ferredoxin	70	297	Pfam	2118019
APE1	PF02127	Aminopeptidase I zinc metalloprotease (M18); Peptidase M18	59	501	Pfam	2109844
APE2	PF01433	Peptidase family M1 domain; Peptidase M1, membrane alanine aminopeptidase	324	541	Pfam	2098336
APE2	PF11838	ERAP1-like C-terminal domain; ERAP1-like C-terminal domain	614	928	Pfam	2114169
APE2	PF17900	Peptidase M1 N-terminal domain	107	290	Pfam	2098335
APE3	PF02225	PA domain; PA domain	177	268	Pfam	2117181
APE3	PF04389	Peptidase family M28; Peptidase M28	295	495	Pfam	2117182
APE4	PF02127	Aminopeptidase I zinc metalloprotease (M18); Peptidase M18	25	478	Pfam	2118971
APJ1	PF00226	DnaJ domain; DnaJ domain	7	68	Pfam	2125569
APJ1	PF00684	DnaJ central domain; Heat shock protein DnaJ, cysteine-rich domain	206	268	Pfam	2125570
APJ1	PF01556	DnaJ C terminal domain; Chaperone DnaJ, C-terminal	179	411	Pfam	2125571
APL1	PF01602	Adaptin N terminal region; Clathrin/coatomer adaptor, adaptin-like, N-terminal	14	543	Pfam	2113017
APL2	PF01602	Adaptin N terminal region; Clathrin/coatomer adaptor, adaptin-like, N-terminal	27	551	Pfam	2116451
APL3	PF01602	Adaptin N terminal region; Clathrin/coatomer adaptor, adaptin-like, N-terminal	38	648	Pfam	2117313
APL4	PF01602	Adaptin N terminal region; Clathrin/coatomer adaptor, adaptin-like, N-terminal	21	617	Pfam	2130151
APL4	PF02883	Adaptin C-terminal domain; Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain	725	828	Pfam	2103934
APL5	PF01602	Adaptin N terminal region; Clathrin/coatomer adaptor, adaptin-like, N-terminal	46	609	Pfam	2129932
APL6	PF01602	Adaptin N terminal region; Clathrin/coatomer adaptor, adaptin-like, N-terminal	40	621	Pfam	2122727
APM1	PF00928	Adaptor complexes medium subunit family; Mu homology domain	164	473	Pfam	2126141
APM1	PF01217	Clathrin adaptor complex small chain; AP complex, mu/sigma subunit	49	132	Pfam	2126142
APM2	PF00928	Adaptor complexes medium subunit family; Mu homology domain	258	604	Pfam	2118471
APM3	PF00928	Adaptor complexes medium subunit family; Mu homology domain	199	482	Pfam	2117737
APM4	PF00928	Adaptor complexes medium subunit family; Mu homology domain	198	490	Pfam	2131714
APN1	PF01261	Xylose isomerase-like TIM barrel; Xylose isomerase-like, TIM barrel domain	33	294	Pfam	2098278
APN2	PF03372	Endonuclease/Exonuclease/phosphatase family; Endonuclease/exonuclease/phosphatase	20	354	Pfam	2117860
APN2	PF06839	GRF zinc finger; Zinc finger, GRF-type	474	520	Pfam	2117861
APP1	PF09949	Uncharacterized conserved protein (DUF2183); Domain of unknown function DUF2183	330	425	Pfam	2125555
APQ12	PF12716	Nuclear pore assembly and biogenesis; Nuclear pore assembly and biogenesis protein, APQ12	38	83	Pfam	2121452
APS1	PF01217	Clathrin adaptor complex small chain; AP complex, mu/sigma subunit	4	145	Pfam	2116202
APS2	PF01217	Clathrin adaptor complex small chain; AP complex, mu/sigma subunit	3	146	Pfam	2126059
APS3	PF01217	Clathrin adaptor complex small chain; AP complex, mu/sigma subunit	1	159	Pfam	2123059
APT1	PF00156	Phosphoribosyl transferase domain; Phosphoribosyltransferase domain	33	150	Pfam	2123674
APT2	PF00156	Phosphoribosyl transferase domain; Phosphoribosyltransferase domain	43	176	Pfam	2092106
AQR1	PF07690	Major Facilitator Superfamily; Major facilitator superfamily	107	510	Pfam	2125590
AQY1	PF00230	Major intrinsic protein; Major intrinsic protein	51	262	Pfam	2108363
AQY3	PF00230	Major intrinsic protein; Major intrinsic protein	347	585	Pfam	2122360
ARA1	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	36	311	Pfam	2117473
ARA2	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	16	293	Pfam	2127547
ARB1	PF00005	ABC transporter; ABC transporter-like	99	255	Pfam	2120605
ARB1	PF00005	ABC transporter; ABC transporter-like	412	544	Pfam	2120606
ARB1	PF12848	ABC transporter; ABC-transporter extension domain	295	365	Pfam	2120607
ARC1	PF01588	Putative tRNA binding domain; tRNA-binding domain	211	305	Pfam	2122688
ARC15	PF04699	ARP2/3 complex 16 kDa subunit (p16-Arc); Actin-related protein 2/3 complex subunit 5	4	154	Pfam	2121409
ARC18	PF04062	ARP2/3 complex ARPC3 (21 kDa) subunit; Actin-related protein 2/3 complex subunit 3	1	178	Pfam	2128368
ARC19	PF05856	ARP2/3 complex 20 kDa subunit (ARPC4); Actin-related protein 2/3 complex subunit 4	1	167	Pfam	2115505
ARC35	PF04045	Arp2/3 complex, 34 kD subunit p34-Arc; Actin-related protein 2/3 complex subunit 2	56	316	Pfam	2102647
ARC40	PF00400	WD domain, G-beta repeat; WD40 repeat	57	89	Pfam	2118102
ARC40	PF00400	WD domain, G-beta repeat; WD40 repeat	151	180	Pfam	2118103
ARD1	PF00583	GNAT domain	89	166	Pfam	2107704
ARE1	PF03062	MBOAT, membrane-bound O-acyltransferase family; Membrane bound O-acyl transferase, MBOAT	202	609	Pfam	2112751
ARE2	PF03062	MBOAT, membrane-bound O-acyltransferase family; Membrane bound O-acyl transferase, MBOAT	215	641	Pfam	2125048
ARF1	PF00025	ADP-ribosylation factor family; Small GTPase superfamily, ARF/SAR type	6	176	Pfam	2109105
ARF2	PF00025	ADP-ribosylation factor family; Small GTPase superfamily, ARF/SAR type	6	176	Pfam	2110737
ARF3	PF00025	ADP-ribosylation factor family; Small GTPase superfamily, ARF/SAR type	6	177	Pfam	2121830
ARG1	PF00764	Arginosuccinate synthase; Argininosuccinate synthase	7	407	Pfam	2111660
ARG2	PF04768	NAT, N-acetyltransferase, of N-acetylglutamate synthase; Vertebrate-like NAGS Gcn5-related N-acetyltransferase (GNAT) domain	365	563	Pfam	2121100
ARG3	PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain; Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain	174	324	Pfam	2106817
ARG3	PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain; Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding	12	158	Pfam	2106818
ARG4	PF00206	Lyase; Fumarate lyase, N-terminal	11	307	Pfam	2106547
ARG4	PF14698	Argininosuccinate lyase C-terminal; Argininosuccinate lyase, C-terminal	370	438	Pfam	2106548
ARG56	PF00696	Amino acid kinase family; Aspartate/glutamate/uridylate kinase	100	316	Pfam	2126203
ARG56	PF01118	Semialdehyde dehydrogenase, NAD binding domain; Semialdehyde dehydrogenase, NAD-binding	542	666	Pfam	2126204
ARG56	PF02774	Semialdehyde dehydrogenase, dimerisation domain; Semialdehyde dehydrogenase, dimerisation domain	696	833	Pfam	2126205
ARG56	PF04768	NAT, N-acetyltransferase, of N-acetylglutamate synthase; Vertebrate-like NAGS Gcn5-related N-acetyltransferase (GNAT) domain	333	499	Pfam	2126206
ARG7	PF01960	ArgJ family; Arginine biosynthesis protein ArgJ	36	441	Pfam	2127929
ARG8	PF00202	Aminotransferase class-III; Aminotransferase class-III	33	418	Pfam	2103091
ARG80	PF00319	SRF-type transcription factor (DNA-binding and dimerisation domain); Transcription factor, MADS-box	88	134	Pfam	2107415
ARG81	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	19	58	Pfam	2106811
ARG81	PF11951	Fungal specific transcription factor domain; Fungal transcription factor	395	878	Pfam	2106812
ARG82	PF03770	Inositol polyphosphate kinase; Inositol polyphosphate kinase	114	352	Pfam	2107423
ARH1	PF13450	NAD(P)-binding Rossmann-like domain	20	64	Pfam	2123488
ARI1	PF01370	NAD dependent epimerase/dehydratase family; NAD-dependent epimerase/dehydratase	7	261	Pfam	2124314
ARK1	PF00069	Protein kinase domain; Protein kinase domain	25	294	Pfam	2125690
ARL1	PF00025	ADP-ribosylation factor family; Small GTPase superfamily, ARF/SAR type	5	177	Pfam	2117484
ARL3	PF00025	ADP-ribosylation factor family; Small GTPase superfamily, ARF/SAR type	12	183	Pfam	2126566
ARN2	PF07690	Major Facilitator Superfamily; Major facilitator superfamily	77	500	Pfam	2118640
ARO1	PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase); Enolpyruvate transferase domain	410	865	Pfam	2107944
ARO1	PF01202	Shikimate kinase; Shikimate kinase/gluconokinase	897	1062	Pfam	2091240
ARO1	PF01487	Type I 3-dehydroquinase; 3-dehydroquinate dehydratase type I	1078	1298	Pfam	2107945
ARO1	PF01488	Shikimate / quinate 5-dehydrogenase; Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase	1430	1505	Pfam	2107946
ARO1	PF01761	3-dehydroquinate synthase; 3-dehydroquinate synthase domain	72	366	Pfam	2107947
ARO1	PF08501	Shikimate dehydrogenase substrate binding domain; Shikimate dehydrogenase substrate binding, N-terminal	1311	1393	Pfam	2107948
ARO1	PF18317	Shikimate 5'-dehydrogenase C-terminal domain; SDH, C-terminal	1556	1585	Pfam	2091244
ARO10	PF00205	Thiamine pyrophosphate enzyme, central domain; Thiamine pyrophosphate enzyme, central domain	244	372	Pfam	2092809
ARO10	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain; Thiamine pyrophosphate enzyme, C-terminal TPP-binding	444	550	Pfam	2128774
ARO10	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain; Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain	28	217	Pfam	2092815
ARO2	PF01264	Chorismate synthase; Chorismate synthase	8	363	Pfam	2113266
ARO3	PF00793	DAHP synthetase I family; DAHP synthetase I/KDSA	47	354	Pfam	2109839
ARO4	PF00793	DAHP synthetase I family; DAHP synthetase I/KDSA	58	354	Pfam	2114148
ARO8	PF00155	Aminotransferase class I and II; Aminotransferase, class I/classII	102	488	Pfam	2124255
ARO80	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	23	63	Pfam	2127423
ARO9	PF00155	Aminotransferase class I and II; Aminotransferase, class I/classII	100	497	Pfam	2119065
ARP1	PF00022	Actin; Actin family	12	377	Pfam	2118435
ARP10	PF00022	Actin; Actin family	39	145	Pfam	2127827
ARP2	PF00022	Actin; Actin family	2	386	Pfam	2114066
ARP3	PF00022	Actin; Actin family	6	441	Pfam	2123162
ARP4	PF00022	Actin; Actin family	11	481	Pfam	2125935
ARP5	PF00022	Actin; Actin family	37	258	Pfam	2101096
ARP5	PF00022	Actin; Actin family	582	743	Pfam	2101095
ARP6	PF00022	Actin; Actin family	2	430	Pfam	2131380
ARP7	PF00022	Actin; Actin family	5	461	Pfam	2131065
ARP8	PF00022	Actin; Actin family	264	742	Pfam	2131017
ARP9	PF00022	Actin; Actin family	32	354	Pfam	2128124
ARR2	PF00581	Rhodanese-like domain; Rhodanese-like domain	9	116	Pfam	2128963
ARR3	PF01758	Sodium Bile acid symporter family; Bile acid:sodium symporter/arsenical resistance protein  Acr3	78	275	Pfam	2128968
ART5	PF02752	Arrestin (or S-antigen), C-terminal domain; Arrestin C-terminal-like domain	332	474	Pfam	2124635
ARV1	PF04161	Arv1-like family; Arv1 protein	2	258	Pfam	2128916
ARX1	PF00557	Metallopeptidase family M24; Peptidase M24	27	164	Pfam	2091116
ASC1	PF00400	WD domain, G-beta repeat; WD40 repeat	11	45	Pfam	2117229
ASC1	PF00400	WD domain, G-beta repeat; WD40 repeat	56	93	Pfam	2117230
ASC1	PF00400	WD domain, G-beta repeat; WD40 repeat	101	134	Pfam	2117231
ASC1	PF00400	WD domain, G-beta repeat; WD40 repeat	138	182	Pfam	2117232
ASC1	PF00400	WD domain, G-beta repeat; WD40 repeat	191	224	Pfam	2117233
ASC1	PF00400	WD domain, G-beta repeat; WD40 repeat	290	313	Pfam	2117234
ASF1	PF04729	ASF1 like histone chaperone; Histone chaperone ASF1-like	1	154	Pfam	2114144
ASG1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	19	55	Pfam	2121248
ASG1	PF04082	Fungal specific transcription factor domain; Transcription factor domain, fungi	251	504	Pfam	2121249
ASH1	PF00320	GATA zinc finger; Zinc finger, GATA-type	499	535	Pfam	2116055
ASI1	PF13920	Zinc finger, C3HC4 type (RING finger)	566	612	Pfam	2125728
ASI3	PF13920	Zinc finger, C3HC4 type (RING finger)	621	668	Pfam	2101071
ASK1	PF08655	DASH complex subunit Ask1; DASH complex subunit Ask1	10	73	Pfam	2116382
ASM4	PF05172	Nup53/35/40-type RNA recognition motif; RNA-recognition motif (RRM) Nup35-type domain	258	399	Pfam	2128130
ASN1	PF00733	Asparagine synthase; Asparagine synthase	212	385	Pfam	2123635
ASN1	PF13537	Glutamine amidotransferase domain; Glutamine amidotransferase type 2 domain	47	166	Pfam	2123636
ASN2	PF00733	Asparagine synthase; Asparagine synthase	212	385	Pfam	2123642
ASN2	PF13537	Glutamine amidotransferase domain; Glutamine amidotransferase type 2 domain	47	166	Pfam	2123643
ASP1	PF00710	Asparaginase, N-terminal; L-asparaginase, N-terminal	55	245	Pfam	2119414
ASP1	PF17763	Glutaminase/Asparaginase C-terminal domain; Asparaginase/glutaminase, C-terminal	268	375	Pfam	2092505
ASP3-1	PF00710	Asparaginase, N-terminal; L-asparaginase, N-terminal	35	226	Pfam	2108907
ASP3-1	PF17763	Glutaminase/Asparaginase C-terminal domain; Asparaginase/glutaminase, C-terminal	249	356	Pfam	2100325
ASP3-2	PF00710	Asparaginase, N-terminal; L-asparaginase, N-terminal	35	226	Pfam	2108825
ASP3-2	PF17763	Glutaminase/Asparaginase C-terminal domain; Asparaginase/glutaminase, C-terminal	249	356	Pfam	2100320
ASP3-3	PF00710	Asparaginase, N-terminal; L-asparaginase, N-terminal	35	226	Pfam	2108837
ASP3-3	PF17763	Glutaminase/Asparaginase C-terminal domain; Asparaginase/glutaminase, C-terminal	249	356	Pfam	2100330
ASP3-4	PF00710	Asparaginase, N-terminal; L-asparaginase, N-terminal	35	226	Pfam	2108849
ASP3-4	PF17763	Glutaminase/Asparaginase C-terminal domain; Asparaginase/glutaminase, C-terminal	249	356	Pfam	2100335
ASR1	PF13639	Ring finger domain; Zinc finger, RING-type	3	48	Pfam	2129139
AST1	PF08240	Alcohol dehydrogenase GroES-like domain; Alcohol dehydrogenase, N-terminal	77	135	Pfam	2116212
AST1	PF13602	Zinc-binding dehydrogenase	292	423	Pfam	2116213
AST2	PF08240	Alcohol dehydrogenase GroES-like domain; Alcohol dehydrogenase, N-terminal	77	135	Pfam	2120296
AST2	PF13602	Zinc-binding dehydrogenase	277	424	Pfam	2120297
ATE1	PF04376	Arginine-tRNA-protein transferase, N terminus; N-end aminoacyl transferase, N-terminal	19	115	Pfam	2110301
ATE1	PF04377	Arginine-tRNA-protein transferase, C terminus; N-end rule aminoacyl transferase, C-terminal	165	309	Pfam	2110302
ATF1	PF07247	Alcohol acetyltransferase; Alcohol acetyltransferase/N-acetyltransferase	28	521	Pfam	2121078
ATF2	PF07247	Alcohol acetyltransferase; Alcohol acetyltransferase/N-acetyltransferase	23	529	Pfam	2124743
ATG1	PF00069	Protein kinase domain; Protein kinase domain	24	323	Pfam	2124303
ATG1	PF12063	Domain of unknown function (DUF3543); Serine/threonine-protein kinase, C-terminal	588	893	Pfam	2124304
ATG10	PF03987	Autophagocytosis associated protein, active-site domain; Autophagy-related protein 3	46	162	Pfam	2099255
ATG11	PF10377	Autophagy-related protein 11; Autophagy-related protein 11, C-terminal	993	1171	Pfam	2131440
ATG12	PF04110	Ubiquitin-like autophagy protein Apg12; Ubiquitin-like protein Atg12	103	186	Pfam	2118081
ATG13	PF10033	Autophagy-related protein 13; Autophagy-related protein 13, N-terminal	15	264	Pfam	2128980
ATG14	PF10186	Vacuolar sorting 38 and autophagy-related subunit 14; UV radiation resistance protein/autophagy-related protein 14	3	289	Pfam	2117988
ATG15	PF01764	Lipase (class 3); Fungal lipase-like domain	295	342	Pfam	2090070
ATG16	PF08614	Autophagy protein 16 (ATG16); Autophagy-related protein 16	67	143	Pfam	2127257
ATG17	PF04108	Autophagy protein Apg17; Autophagy-related protein 17	8	403	Pfam	2128781
ATG18	PF00400	WD domain, G-beta repeat; WD40 repeat	236	269	Pfam	2122523
ATG18	PF00400	WD domain, G-beta repeat; WD40 repeat	287	317	Pfam	2122524
ATG19	PF12744	Autophagy protein Atg19, Atg8-binding; Autophagy protein Atg19/Atg34, C-terminal	196	414	Pfam	2103152
ATG2	PF09333	Autophagy-related protein C terminal domain; Autophagy-related, C-terminal	1489	1586	Pfam	2125356
ATG2	PF13329	Autophagy-related protein 2 CAD motif; Autophagy-related protein 2, CAD motif	785	921	Pfam	2125357
ATG20	PF00787	PX domain; Phox homology	180	296	Pfam	2090278
ATG22	PF11700	Vacuole effluxer Atg22 like; Autophagy-related protein 22-like	22	514	Pfam	2112642
ATG26	PF00169	PH domain; Pleckstrin homology domain	239	333	Pfam	2128690
ATG26	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucuronosyl/UDP-glucosyltransferase	973	1135	Pfam	2128691
ATG26	PF02893	GRAM domain; GRAM domain	571	680	Pfam	2128692
ATG26	PF03033	Glycosyltransferase family 28 N-terminal domain; Glycosyltransferase family 28, N-terminal domain	743	879	Pfam	2128693
ATG27	PF09451	Autophagy-related protein 27; Autophagy-related protein 27	12	267	Pfam	2122833
ATG29	PF18388	Atg29 N-terminal domain; Atg29, N-terminal	9	62	Pfam	2105171
ATG3	PF03987	Autophagocytosis associated protein, active-site domain; Autophagy-related protein 3	32	305	Pfam	2102409
ATG31	PF09795	Autophagy-related protein 31; Autophagy-related protein 31	2	196	Pfam	2131113
ATG34	PF12744	Autophagy protein Atg19, Atg8-binding; Autophagy protein Atg19/Atg34, C-terminal	164	412	Pfam	2102995
ATG4	PF03416	Peptidase family C54; Peptidase C54	84	371	Pfam	2125391
ATG42	PF00450	Serine carboxypeptidase; Peptidase S10, serine carboxypeptidase	90	494	Pfam	2117422
ATG5	PF04106	Autophagy protein Apg5; Autophagy-related protein 5	83	281	Pfam	2131009
ATG7	PF00899	ThiF family; THIF-type NAD/FAD binding fold	318	570	Pfam	2119125
ATG7	PF16420	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus; Ubiquitin-like modifier-activating enzyme Atg7, N-terminal	8	291	Pfam	2119126
ATG8	PF02991	Autophagy protein Atg8 ubiquitin like; Autophagy protein Atg8 ubiquitin-like	13	116	Pfam	2117811
ATG9	PF04109	Autophagy protein Apg9; Autophagy-related protein 9	295	776	Pfam	2090646
ATH1	PF03632	Glycosyl hydrolase family 65 central catalytic domain; Glycoside hydrolase, family 65, central catalytic	476	695	Pfam	2123440
ATH1	PF03636	Glycosyl hydrolase family 65, N-terminal domain; Glycoside hydrolase, family 65, N-terminal	140	413	Pfam	2123441
ATM1	PF00005	ABC transporter; ABC transporter-like	452	601	Pfam	2121134
ATM1	PF00664	ABC transporter transmembrane region; ABC transporter type 1, transmembrane domain	112	389	Pfam	2121135
ATO2	PF01184	GPR1/FUN34/yaaH family; Acetate transporter GPR1/FUN34/SatP family	70	275	Pfam	2115365
ATO3	PF01184	GPR1/FUN34/yaaH family; Acetate transporter GPR1/FUN34/SatP family	76	272	Pfam	2130967
ATP1	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	186	409	Pfam	2107425
ATP1	PF00306	ATP synthase alpha/beta chain, C terminal domain; ATP synthase, alpha subunit, C-terminal	416	541	Pfam	2107426
ATP1	PF02874	ATP synthase alpha/beta family, beta-barrel domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	64	129	Pfam	2107427
ATP10	PF05176	ATP10 protein; ATPase assembly factor ATP10	26	279	Pfam	2099796
ATP11	PF06644	ATP11 protein; ATP11	40	310	Pfam	2114168
ATP12	PF07542	ATP12 chaperone protein; ATP12, ATP synthase F1-assembly protein	53	192	Pfam	2111392
ATP14	PF10775	ATP synthase complex subunit h; ATP synthase, F0 complex, subunit H	23	90	Pfam	2130951
ATP15	PF04627	Mitochondrial ATP synthase epsilon chain; ATP synthase, F1 complex, epsilon  subunit, mitochondrial	2	51	Pfam	2111173
ATP16	PF02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain; ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	32	102	Pfam	2130458
